NIK|TANGGAL|JAM|STATUS
NAG.001435|2018-12-26|07:39:00|IN
NAG.001435|2018-12-26|18:17:00|OUT
NAG.001435|2018-12-27|07:33:00|IN
NAG.001435|2018-12-27|18:48:00|OUT
NAG.001435|2018-12-28|07:47:00|IN
NAG.001435|2018-12-28|17:54:00|OUT
NAG.001435|2018-12-29|13:10:00|OUT
NAG.001435|2019-01-02|07:39:00|IN
NAG.001435|2019-01-02|19:22:00|OUT
NAG.001435|2019-01-03|07:47:00|IN
NAG.001435|2019-01-04|00:13:00|OUT
NAG.001435|2019-01-04|07:59:00|IN
NAG.001435|2019-01-04|17:24:00|OUT
NAG.001435|2019-01-05|12:31:00|IN
NAG.001435|2019-01-07|07:49:00|IN
NAG.001435|2019-01-07|18:05:00|OUT
NAG.001435|2019-01-08|07:46:00|IN
NAG.001435|2019-01-08|18:00:00|OUT
NAG.001435|2019-01-09|07:49:00|IN
NAG.001435|2019-01-09|18:00:00|OUT
NAG.001435|2019-01-11|07:42:00|IN
NAG.001435|2019-01-11|22:05:00|OUT
NAG.001435|2019-01-12|08:03:00|IN
NAG.001435|2019-01-12|11:34:00|OUT
NAG.001435|2019-01-14|08:25:00|IN
NAG.001435|2019-01-14|21:02:00|OUT
NAG.001435|2019-01-15|07:40:00|IN
NAG.001435|2019-01-15|19:30:00|OUT
NAG.001435|2019-01-16|07:40:00|IN
NAG.001435|2019-01-16|18:07:00|OUT
NAG.001435|2019-01-17|07:51:00|IN
NAG.001435|2019-01-17|20:04:00|OUT
NAG.001435|2019-01-18|07:40:00|IN
NAG.001435|2019-01-19|00:16:00|OUT
NAG.001435|2019-01-19|23:44:00|OUT
NAG.001435|2019-01-21|07:41:00|IN
NAG.001435|2019-01-21|17:02:00|IN
NAG.001435|2019-01-22|07:42:00|IN
NAG.001435|2019-01-22|17:13:00|OUT
NAG.001435|2019-01-23|07:40:00|IN
NAG.001435|2019-01-23|17:18:00|IN
NAG.001435|2019-01-24|07:34:00|IN
NAG.001435|2019-01-24|20:51:00|OUT
NAG.001435|2019-01-25|08:02:00|IN
NAG.001436|2018-12-26|07:56:00|IN
NAG.001436|2018-12-26|17:23:00|OUT
NAG.001436|2018-12-27|07:24:00|IN
NAG.001436|2018-12-27|17:29:00|OUT
NAG.001436|2018-12-28|07:45:00|IN
NAG.001436|2018-12-28|17:44:00|OUT
NAG.001436|2018-12-29|08:08:00|IN
NAG.001436|2018-12-29|13:09:00|OUT
NAG.001436|2019-01-02|07:53:00|IN
NAG.001436|2019-01-02|17:24:00|OUT
NAG.001436|2019-01-03|07:24:00|IN
NAG.001436|2019-01-03|18:25:00|OUT
NAG.001436|2019-01-04|07:22:00|OUT
NAG.001436|2019-01-04|17:47:00|OUT
NAG.001436|2019-01-05|07:30:00|IN
NAG.001436|2019-01-05|12:49:00|OUT
NAG.001436|2019-01-07|07:28:00|IN
NAG.001436|2019-01-07|18:08:00|OUT
NAG.001436|2019-01-08|07:37:00|IN
NAG.001436|2019-01-08|18:24:00|OUT
NAG.001436|2019-01-09|07:42:00|IN
NAG.001436|2019-01-09|19:23:00|OUT
NAG.001436|2019-01-10|07:20:00|IN
NAG.001436|2019-01-10|18:40:00|OUT
NAG.001436|2019-01-11|07:18:00|IN
NAG.001436|2019-01-11|18:40:00|OUT
NAG.001436|2019-01-14|07:40:00|IN
NAG.001436|2019-01-14|18:30:00|OUT
NAG.001436|2019-01-15|07:45:00|IN
NAG.001436|2019-01-15|19:40:00|OUT
NAG.001436|2019-01-16|07:34:00|IN
NAG.001436|2019-01-16|18:29:00|OUT
NAG.001436|2019-01-17|07:26:00|IN
NAG.001436|2019-01-17|18:42:00|IN
NAG.001436|2019-01-18|07:37:00|IN
NAG.001436|2019-01-18|18:48:00|IN
NAG.001436|2019-01-21|07:22:00|IN
NAG.001436|2019-01-21|17:46:00|OUT
NAG.001436|2019-01-22|07:42:00|IN
NAG.001436|2019-01-22|17:51:00|OUT
NAG.001436|2019-01-23|07:47:00|IN
NAG.001436|2019-01-23|18:37:00|IN
NAG.001436|2019-01-24|07:28:00|IN
NAG.001436|2019-01-24|18:03:00|OUT
NAG.001436|2019-01-25|07:26:00|IN
NAG.001529|2018-12-26|07:32:00|IN
NAG.001529|2018-12-26|18:36:00|OUT
NAG.001529|2018-12-27|07:29:00|IN
NAG.001529|2018-12-27|20:48:00|OUT
NAG.001529|2018-12-28|07:29:00|IN
NAG.001529|2018-12-28|17:56:00|OUT
NAG.001529|2018-12-29|07:23:00|IN
NAG.001529|2018-12-29|13:08:00|OUT
NAG.001529|2019-01-02|07:29:00|IN
NAG.001529|2019-01-02|19:48:00|OUT
NAG.001529|2019-01-03|07:35:00|IN
NAG.001529|2019-01-03|18:52:00|OUT
NAG.001529|2019-01-04|07:37:00|IN
NAG.001529|2019-01-04|18:51:00|OUT
NAG.001529|2019-01-05|07:31:00|IN
NAG.001529|2019-01-05|13:20:00|OUT
NAG.001529|2019-01-07|07:33:00|IN
NAG.001529|2019-01-07|19:07:00|OUT
NAG.001529|2019-01-08|07:35:00|IN
NAG.001529|2019-01-08|18:56:00|OUT
NAG.001529|2019-01-09|07:35:00|IN
NAG.001529|2019-01-09|20:37:00|OUT
NAG.001529|2019-01-10|07:31:00|IN
NAG.001529|2019-01-10|19:53:00|OUT
NAG.001529|2019-01-11|07:25:00|IN
NAG.001529|2019-01-11|18:57:00|OUT
NAG.001529|2019-01-12|07:24:00|IN
NAG.001529|2019-01-12|13:05:00|OUT
NAG.001529|2019-01-14|07:38:00|IN
NAG.001529|2019-01-14|18:43:00|OUT
NAG.001529|2019-01-15|07:28:00|IN
NAG.001529|2019-01-15|19:09:00|OUT
NAG.001529|2019-01-16|07:31:00|IN
NAG.001529|2019-01-16|19:08:00|OUT
NAG.001529|2019-01-17|07:34:00|IN
NAG.001529|2019-01-17|17:39:00|OUT
NAG.001529|2019-01-18|07:34:00|IN
NAG.001529|2019-01-18|19:01:00|IN
NAG.001529|2019-01-19|07:29:00|IN
NAG.001529|2019-01-19|12:33:00|OUT
NAG.001529|2019-01-21|07:31:00|IN
NAG.001529|2019-01-21|19:55:00|OUT
NAG.001529|2019-01-22|07:30:00|IN
NAG.001529|2019-01-22|17:22:00|OUT
NAG.001529|2019-01-23|07:21:00|IN
NAG.001529|2019-01-23|18:37:00|IN
NAG.001529|2019-01-24|07:32:00|IN
NAG.001529|2019-01-24|18:01:00|OUT
NAG.001529|2019-01-25|07:26:00|IN
NAG.001566|2018-12-26|07:45:00|IN
NAG.001566|2018-12-26|17:25:00|OUT
NAG.001566|2018-12-27|07:46:00|IN
NAG.001566|2018-12-27|18:03:00|OUT
NAG.001566|2018-12-28|07:38:00|IN
NAG.001566|2018-12-28|18:30:00|OUT
NAG.001566|2019-01-02|07:27:00|IN
NAG.001566|2019-01-02|17:29:00|OUT
NAG.001566|2019-01-03|20:18:00|OUT
NAG.001566|2019-01-04|07:53:00|IN
NAG.001566|2019-01-05|06:44:00|IN
NAG.001566|2019-01-05|12:43:00|OUT
NAG.001566|2019-01-07|07:33:00|IN
NAG.001566|2019-01-07|20:52:00|OUT
NAG.001566|2019-01-08|08:02:00|IN
NAG.001566|2019-01-08|18:43:00|OUT
NAG.001566|2019-01-10|07:51:00|IN
NAG.001566|2019-01-10|21:03:00|OUT
NAG.001566|2019-01-11|07:51:00|IN
NAG.001566|2019-01-11|19:52:00|OUT
NAG.001566|2019-01-14|07:57:00|IN
NAG.001566|2019-01-14|19:17:00|IN
NAG.001566|2019-01-15|07:33:00|IN
NAG.001566|2019-01-15|19:28:00|OUT
NAG.001566|2019-01-16|07:23:00|IN
NAG.001566|2019-01-16|22:32:00|OUT
NAG.001566|2019-01-17|07:46:00|IN
NAG.001566|2019-01-17|19:01:00|IN
NAG.001566|2019-01-18|07:56:00|IN
NAG.001566|2019-01-18|19:12:00|OUT
NAG.001566|2019-01-19|07:30:00|IN
NAG.001566|2019-01-22|07:48:00|IN
NAG.001566|2019-01-23|07:34:00|IN
NAG.001566|2019-01-23|20:28:00|OUT
NAG.001566|2019-01-24|07:30:00|IN
NAG.001566|2019-01-24|18:49:00|OUT
NAG.001566|2019-01-25|07:34:00|IN
NAG.001582|2018-12-26|06:45:00|IN
NAG.001582|2018-12-26|18:36:00|OUT
NAG.001582|2018-12-27|06:41:00|IN
NAG.001582|2018-12-27|17:23:00|OUT
NAG.001582|2018-12-28|06:41:00|IN
NAG.001582|2018-12-28|17:36:00|OUT
NAG.001582|2018-12-29|06:45:00|IN
NAG.001582|2018-12-29|13:06:00|OUT
NAG.001582|2019-01-02|06:43:00|IN
NAG.001582|2019-01-02|17:10:00|OUT
NAG.001582|2019-01-03|06:41:00|IN
NAG.001582|2019-01-03|17:22:00|OUT
NAG.001582|2019-01-04|06:37:00|IN
NAG.001582|2019-01-04|19:58:00|OUT
NAG.001582|2019-01-05|06:32:00|OUT
NAG.001582|2019-01-05|12:39:00|OUT
NAG.001582|2019-01-07|06:32:00|IN
NAG.001582|2019-01-07|17:34:00|OUT
NAG.001582|2019-01-08|06:30:00|IN
NAG.001582|2019-01-08|20:07:00|OUT
NAG.001582|2019-01-09|06:35:00|IN
NAG.001582|2019-01-09|17:59:00|OUT
NAG.001582|2019-01-10|06:36:00|IN
NAG.001582|2019-01-10|19:59:00|OUT
NAG.001582|2019-01-11|06:38:00|IN
NAG.001582|2019-01-11|20:07:00|OUT
NAG.001582|2019-01-12|06:40:00|IN
NAG.001582|2019-01-12|15:08:00|OUT
NAG.001582|2019-01-14|06:43:00|IN
NAG.001582|2019-01-14|20:57:00|OUT
NAG.001582|2019-01-15|06:39:00|IN
NAG.001582|2019-01-15|20:55:00|OUT
NAG.001582|2019-01-16|06:43:00|IN
NAG.001582|2019-01-16|21:01:00|OUT
NAG.001582|2019-01-17|06:39:00|OUT
NAG.001582|2019-01-17|20:55:00|OUT
NAG.001582|2019-01-18|06:37:00|IN
NAG.001582|2019-01-18|20:54:00|OUT
NAG.001582|2019-01-19|06:37:00|IN
NAG.001582|2019-01-19|14:04:00|IN
NAG.001582|2019-01-20|12:47:00|OUT
NAG.001582|2019-01-20|17:01:00|IN
NAG.001582|2019-01-21|17:44:00|OUT
NAG.001582|2019-01-22|05:58:00|OUT
NAG.001582|2019-01-22|17:34:00|OUT
NAG.001582|2019-01-23|06:01:00|OUT
NAG.001582|2019-01-23|17:34:00|OUT
NAG.001582|2019-01-24|06:01:00|OUT
NAG.001582|2019-01-24|13:23:00|IN
NAG.001582|2019-01-24|21:55:00|OUT
NAG.001582|2019-01-25|06:37:00|IN
NAG.001628|2018-12-26|07:12:00|IN
NAG.001628|2018-12-26|16:37:00|OUT
NAG.001628|2018-12-27|07:09:00|IN
NAG.001628|2018-12-27|17:35:00|OUT
NAG.001628|2018-12-28|07:16:00|IN
NAG.001628|2018-12-28|17:27:00|OUT
NAG.001628|2018-12-29|07:20:00|IN
NAG.001628|2018-12-29|13:03:00|OUT
NAG.001628|2019-01-02|07:40:00|IN
NAG.001628|2019-01-02|17:05:00|OUT
NAG.001628|2019-01-03|07:22:00|IN
NAG.001628|2019-01-03|17:27:00|OUT
NAG.001628|2019-01-04|07:17:00|IN
NAG.001628|2019-01-04|07:17:00|IN
NAG.001628|2019-01-04|17:23:00|OUT
NAG.001628|2019-01-05|07:17:00|IN
NAG.001628|2019-01-05|15:01:00|OUT
NAG.001628|2019-01-07|07:19:00|IN
NAG.001628|2019-01-07|17:09:00|OUT
NAG.001628|2019-01-08|07:25:00|IN
NAG.001628|2019-01-08|17:21:00|OUT
NAG.001628|2019-01-09|07:14:00|IN
NAG.001628|2019-01-09|19:59:00|OUT
NAG.001628|2019-01-10|09:58:00|IN
NAG.001628|2019-01-10|17:38:00|OUT
NAG.001628|2019-01-11|07:23:00|IN
NAG.001628|2019-01-11|20:00:00|OUT
NAG.001628|2019-01-12|07:14:00|IN
NAG.001628|2019-01-12|12:34:00|OUT
NAG.001628|2019-01-14|07:15:00|IN
NAG.001628|2019-01-14|17:35:00|OUT
NAG.001628|2019-01-15|07:19:00|IN
NAG.001628|2019-01-15|17:09:00|OUT
NAG.001628|2019-01-16|07:17:00|IN
NAG.001628|2019-01-16|07:17:00|IN
NAG.001628|2019-01-16|16:56:00|OUT
NAG.001628|2019-01-18|07:25:00|IN
NAG.001628|2019-01-18|20:00:00|OUT
NAG.001628|2019-01-19|07:20:00|IN
NAG.001628|2019-01-19|12:41:00|OUT
NAG.001628|2019-01-21|07:15:00|IN
NAG.001628|2019-01-21|19:56:00|OUT
NAG.001628|2019-01-22|07:17:00|IN
NAG.001628|2019-01-22|17:22:00|OUT
NAG.001628|2019-01-23|07:21:00|IN
NAG.001628|2019-01-23|17:31:00|OUT
NAG.001628|2019-01-24|07:20:00|IN
NAG.001628|2019-01-24|19:59:00|OUT
NAG.001628|2019-01-25|07:25:00|IN
NAG.001941|2018-12-27|07:43:00|IN
NAG.001941|2018-12-27|17:28:00|OUT
NAG.001941|2018-12-28|09:27:00|IN
NAG.001941|2018-12-28|17:30:00|OUT
NAG.001941|2018-12-29|07:38:00|IN
NAG.001941|2018-12-29|13:08:00|OUT
NAG.001941|2019-01-02|07:58:00|IN
NAG.001941|2019-01-02|17:13:00|OUT
NAG.001941|2019-01-03|07:52:00|IN
NAG.001941|2019-01-03|18:37:00|OUT
NAG.001941|2019-01-04|07:53:00|IN
NAG.001941|2019-01-04|17:29:00|OUT
NAG.001941|2019-01-05|07:30:00|IN
NAG.001941|2019-01-05|12:41:00|OUT
NAG.001941|2019-01-07|07:54:00|IN
NAG.001941|2019-01-07|18:03:00|OUT
NAG.001941|2019-01-08|07:52:00|IN
NAG.001941|2019-01-08|18:15:00|OUT
NAG.001941|2019-01-09|07:47:00|IN
NAG.001941|2019-01-09|18:07:00|OUT
NAG.001941|2019-01-10|07:46:00|IN
NAG.001941|2019-01-10|18:05:00|OUT
NAG.001941|2019-01-11|07:48:00|IN
NAG.001941|2019-01-11|18:05:00|OUT
NAG.001941|2019-01-14|07:55:00|IN
NAG.001941|2019-01-17|07:48:00|IN
NAG.001941|2019-01-17|18:10:00|IN
NAG.001941|2019-01-18|07:49:00|IN
NAG.001941|2019-01-18|18:09:00|OUT
NAG.001941|2019-01-19|07:47:00|IN
NAG.001941|2019-01-19|12:32:00|OUT
NAG.001941|2019-01-21|07:48:00|IN
NAG.001941|2019-01-21|17:17:00|OUT
NAG.001941|2019-01-22|07:49:00|IN
NAG.001941|2019-01-22|17:16:00|OUT
NAG.001941|2019-01-23|07:50:00|IN
NAG.001941|2019-01-23|17:25:00|OUT
NAG.001941|2019-01-24|07:50:00|IN
NAG.001941|2019-01-25|07:46:00|IN
NAG.001987|2018-12-26|07:32:00|IN
NAG.001987|2018-12-26|18:41:00|OUT
NAG.001987|2018-12-27|07:33:00|IN
NAG.001987|2018-12-27|20:49:00|OUT
NAG.001987|2018-12-28|07:22:00|IN
NAG.001987|2018-12-28|21:42:00|OUT
NAG.001987|2018-12-29|07:30:00|IN
NAG.001987|2018-12-29|15:05:00|OUT
NAG.001987|2019-01-02|07:40:00|IN
NAG.001987|2019-01-02|19:48:00|OUT
NAG.001987|2019-01-03|07:36:00|IN
NAG.001987|2019-01-04|00:44:00|OUT
NAG.001987|2019-01-04|07:34:00|IN
NAG.001987|2019-01-04|20:55:00|OUT
NAG.001987|2019-01-05|07:35:00|IN
NAG.001987|2019-01-05|17:22:00|OUT
NAG.001987|2019-01-07|07:33:00|IN
NAG.001987|2019-01-07|20:49:00|OUT
NAG.001987|2019-01-08|07:38:00|IN
NAG.001987|2019-01-08|19:03:00|OUT
NAG.001987|2019-01-09|07:38:00|IN
NAG.001987|2019-01-10|00:09:00|OUT
NAG.001987|2019-01-10|07:32:00|IN
NAG.001987|2019-01-10|22:27:00|OUT
NAG.001987|2019-01-11|07:45:00|IN
NAG.001987|2019-01-11|23:04:00|OUT
NAG.001987|2019-01-12|07:52:00|IN
NAG.001987|2019-01-12|16:29:00|OUT
NAG.001987|2019-01-14|07:37:00|IN
NAG.001987|2019-01-14|23:00:00|OUT
NAG.001987|2019-01-15|07:46:00|IN
NAG.001987|2019-01-16|07:47:00|IN
NAG.001987|2019-01-16|22:47:00|OUT
NAG.001987|2019-01-17|07:40:00|IN
NAG.001987|2019-01-17|22:34:00|OUT
NAG.001987|2019-01-18|07:27:00|IN
NAG.001987|2019-01-19|00:43:00|OUT
NAG.001987|2019-01-19|07:48:00|IN
NAG.001987|2019-01-21|07:42:00|IN
NAG.001987|2019-01-21|21:19:00|OUT
NAG.001987|2019-01-22|07:26:00|IN
NAG.001987|2019-01-22|22:23:00|OUT
NAG.001987|2019-01-23|07:35:00|IN
NAG.001987|2019-01-23|22:34:00|OUT
NAG.001987|2019-01-24|07:39:00|IN
NAG.001987|2019-01-24|21:06:00|OUT
NAG.001987|2019-01-25|07:41:00|IN
NAG.002003|2018-12-26|06:37:00|IN
NAG.002003|2018-12-26|17:09:00|OUT
NAG.002003|2018-12-27|06:30:00|IN
NAG.002003|2018-12-27|17:06:00|OUT
NAG.002003|2018-12-28|06:44:00|IN
NAG.002003|2018-12-28|17:23:00|OUT
NAG.002003|2018-12-29|06:47:00|IN
NAG.002003|2018-12-29|13:11:00|OUT
NAG.002003|2019-01-02|06:55:00|IN
NAG.002003|2019-01-02|17:18:00|OUT
NAG.002003|2019-01-03|06:25:00|IN
NAG.002003|2019-01-03|17:21:00|OUT
NAG.002003|2019-01-04|06:37:00|IN
NAG.002003|2019-01-04|17:00:00|OUT
NAG.002003|2019-01-05|06:43:00|IN
NAG.002003|2019-01-05|14:44:00|OUT
NAG.002003|2019-01-07|07:09:00|IN
NAG.002003|2019-01-07|17:04:00|OUT
NAG.002003|2019-01-08|06:36:00|IN
NAG.002003|2019-01-08|17:09:00|OUT
NAG.002003|2019-01-09|06:55:00|IN
NAG.002003|2019-01-09|17:51:00|OUT
NAG.002003|2019-01-10|06:42:00|IN
NAG.002003|2019-01-10|17:21:00|OUT
NAG.002003|2019-01-11|06:45:00|IN
NAG.002003|2019-01-11|17:10:00|OUT
NAG.002003|2019-01-12|06:41:00|IN
NAG.002003|2019-01-12|12:43:00|OUT
NAG.002003|2019-01-14|06:43:00|IN
NAG.002003|2019-01-14|17:11:00|OUT
NAG.002003|2019-01-15|06:44:00|IN
NAG.002003|2019-01-15|17:05:00|OUT
NAG.002003|2019-01-16|06:27:00|IN
NAG.002003|2019-01-16|17:02:00|OUT
NAG.002003|2019-01-17|06:35:00|IN
NAG.002003|2019-01-17|17:21:00|OUT
NAG.002003|2019-01-18|06:45:00|IN
NAG.002003|2019-01-18|17:14:00|OUT
NAG.002003|2019-01-19|06:33:00|IN
NAG.002003|2019-01-19|13:06:00|OUT
NAG.002003|2019-01-21|06:34:00|IN
NAG.002003|2019-01-21|17:28:00|OUT
NAG.002003|2019-01-22|06:26:00|IN
NAG.002003|2019-01-23|06:36:00|IN
NAG.002003|2019-01-23|17:32:00|OUT
