NIK|TANGGAL|JAM|STATUS
NAG.001304|2019-01-08|9:45:00 AM|IN
NAG.001304|2019-01-08|9:45:00 AM|IN
NAG.001304|2019-01-08|5:00:00 PM|OUT
NAG.001304|2019-01-08|5:02:00 PM|OUT
NAG.001304|2019-01-09|7:10:00 AM|IN
NAG.001304|2019-01-09|7:10:00 AM|IN
NAG.001304|2019-01-09|5:01:00 PM|OUT
NAG.001304|2019-01-09|5:02:00 PM|OUT
NAG.001304|2019-01-10|7:27:00 AM|IN
NAG.001304|2019-01-10|7:27:00 AM|IN
NAG.001304|2019-01-10|5:09:00 PM|OUT
NAG.001304|2019-01-10|5:09:00 PM|OUT
NAG.001304|2019-01-11|7:18:00 AM|IN
NAG.001304|2019-01-11|7:18:00 AM|IN
NAG.001304|2019-01-11|4:55:00 PM|OUT
NAG.001304|2019-01-11|4:55:00 PM|OUT
NAG.001304|2019-01-12|7:09:00 AM|IN
NAG.001304|2019-01-12|7:09:00 AM|IN
NAG.001304|2019-01-12|12:30:00 PM|OUT
NAG.001304|2019-01-14|7:13:00 AM|IN
NAG.001304|2019-01-14|7:13:00 AM|IN
NAG.001304|2019-01-14|5:02:00 PM|OUT
NAG.001304|2019-01-14|5:02:00 PM|OUT
NAG.001304|2019-01-15|7:09:00 AM|IN
NAG.001304|2019-01-15|7:09:00 AM|IN
NAG.001304|2019-01-15|5:20:00 PM|OUT
NAG.001304|2019-01-15|5:20:00 PM|OUT
NAG.001304|2019-01-16|7:11:00 AM|IN
NAG.001304|2019-01-16|7:11:00 AM|IN
NAG.001584|2018-12-26|7:15:00 AM|IN
NAG.001584|2018-12-26|3:57:00 PM|OUT
NAG.001584|2018-12-27|6:57:00 AM|IN
NAG.001584|2018-12-27|3:41:00 PM|OUT
NAG.001584|2018-12-28|6:53:00 AM|IN
NAG.001584|2018-12-28|5:28:00 PM|OUT
NAG.001584|2018-12-29|7:02:00 AM|IN
NAG.001584|2018-12-29|1:09:00 PM|OUT
NAG.001584|2019-01-02|7:13:00 AM|IN
NAG.001584|2019-01-02|3:38:00 PM|OUT
NAG.001584|2019-01-02|4:43:00 PM|OUT
NAG.001584|2019-01-03|5:50:00 AM|IN
NAG.001584|2019-01-03|6:49:00 AM|IN
NAG.001584|2019-01-03|4:00:00 PM|OUT
NAG.001584|2019-01-04|6:53:00 AM|IN
NAG.001584|2019-01-04|6:56:00 AM|IN
NAG.001584|2019-01-04|8:00:00 PM|OUT
NAG.001584|2019-01-05|7:11:00 AM|IN
NAG.001584|2019-01-05|12:40:00 PM|OUT
NAG.001584|2019-01-07|7:07:00 AM|IN
NAG.001584|2019-01-07|4:54:00 PM|OUT
NAG.001584|2019-01-08|7:03:00 AM|IN
NAG.001584|2019-01-08|4:27:00 PM|OUT
NAG.001584|2019-01-09|7:12:00 AM|IN
NAG.001584|2019-01-09|5:31:00 PM|OUT
NAG.001584|2019-01-10|7:17:00 AM|IN
NAG.001584|2019-01-10|5:27:00 PM|OUT
NAG.001584|2019-01-11|7:04:00 AM|IN
NAG.001584|2019-01-11|5:33:00 PM|OUT
NAG.001584|2019-01-11|5:33:00 PM|OUT
NAG.001584|2019-01-14|7:15:00 AM|IN
NAG.001584|2019-01-14|5:31:00 PM|OUT
NAG.001584|2019-01-15|7:09:00 AM|IN
NAG.001584|2019-01-15|5:29:00 PM|OUT
NAG.001584|2019-01-16|7:12:00 AM|IN
NAG.001952|2018-12-26|6:39:00 AM|IN
NAG.001952|2018-12-26|3:40:00 PM|OUT
NAG.001952|2018-12-27|6:44:00 AM|IN
NAG.001952|2018-12-27|4:27:00 PM|OUT
NAG.001952|2018-12-28|6:39:00 AM|IN
NAG.001952|2018-12-28|4:43:00 PM|OUT
NAG.001952|2018-12-29|6:46:00 AM|IN
NAG.001952|2018-12-29|1:15:00 PM|OUT
NAG.001952|2019-01-02|6:35:00 AM|IN
NAG.001952|2019-01-02|3:48:00 PM|OUT
NAG.001952|2019-01-03|5:46:00 AM|IN
NAG.001952|2019-01-03|5:02:00 PM|OUT
NAG.001952|2019-01-04|6:35:00 AM|IN
NAG.001952|2019-01-04|5:40:00 PM|OUT
NAG.001952|2019-01-05|6:45:00 AM|IN
NAG.001952|2019-01-05|12:42:00 PM|OUT
NAG.001952|2019-01-07|6:41:00 AM|IN
NAG.001952|2019-01-07|5:35:00 PM|OUT
NAG.001952|2019-01-08|6:47:00 AM|IN
NAG.001952|2019-01-08|5:21:00 PM|OUT
NAG.001952|2019-01-09|6:34:00 AM|IN
NAG.001952|2019-01-09|5:24:00 PM|OUT
NAG.001952|2019-01-10|6:41:00 AM|IN
NAG.001952|2019-01-10|5:30:00 PM|OUT
NAG.001952|2019-01-11|6:45:00 AM|IN
NAG.001952|2019-01-11|8:00:00 PM|OUT
NAG.001952|2019-01-12|6:39:00 AM|IN
NAG.001952|2019-01-12|12:39:00 PM|OUT
NAG.001952|2019-01-14|6:49:00 AM|IN
NAG.001952|2019-01-14|8:55:00 PM|OUT
NAG.001952|2019-01-15|6:43:00 AM|IN
NAG.001952|2019-01-15|8:57:00 PM|OUT
NAG.001952|2019-01-16|6:44:00 AM|IN
NAG.002017|2018-12-26|6:25:00 AM|IN
NAG.002017|2018-12-26|3:56:00 PM|OUT
NAG.002017|2018-12-27|6:38:00 AM|IN
NAG.002017|2018-12-27|4:51:00 PM|OUT
NAG.002017|2018-12-28|6:26:00 AM|IN
NAG.002017|2018-12-28|3:45:00 PM|OUT
NAG.002017|2018-12-29|6:30:00 AM|IN
NAG.002017|2018-12-29|1:04:00 PM|OUT
NAG.002017|2019-01-02|5:31:00 AM|IN
NAG.002017|2019-01-02|3:32:00 PM|OUT
NAG.002017|2019-01-03|5:32:00 AM|IN
NAG.002017|2019-01-03|3:56:00 PM|OUT
NAG.002017|2019-01-04|6:38:00 AM|IN
NAG.002017|2019-01-04|4:55:00 PM|OUT
NAG.002017|2019-01-05|6:39:00 AM|IN
NAG.002017|2019-01-05|12:33:00 PM|OUT
NAG.002017|2019-01-07|6:37:00 AM|IN
NAG.002017|2019-01-07|4:51:00 PM|OUT
NAG.002017|2019-01-08|6:50:00 AM|IN
NAG.002017|2019-01-08|4:55:00 PM|OUT
NAG.002017|2019-01-09|6:45:00 AM|IN
NAG.002017|2019-01-09|4:41:00 PM|OUT
NAG.002017|2019-01-10|6:49:00 AM|IN
NAG.002017|2019-01-10|5:25:00 PM|OUT
NAG.002017|2019-01-11|6:43:00 AM|IN
NAG.002017|2019-01-11|5:02:00 PM|OUT
NAG.002017|2019-01-12|6:57:00 AM|IN
NAG.002017|2019-01-12|12:31:00 PM|OUT
NAG.002017|2019-01-14|6:57:00 AM|IN
NAG.002017|2019-01-14|5:27:00 PM|OUT
NAG.002017|2019-01-15|6:52:00 AM|IN
NAG.002017|2019-01-15|7:57:00 PM|IN
NAG.002017|2019-01-15|8:00:00 PM|OUT
NAG.002017|2019-01-16|6:50:00 AM|IN
NAG.002052|2018-12-26|5:57:00 AM|IN
NAG.002052|2018-12-26|3:32:00 PM|OUT
NAG.002052|2018-12-27|5:56:00 AM|IN
NAG.002052|2018-12-27|4:52:00 PM|OUT
NAG.002052|2018-12-28|6:03:00 AM|IN
NAG.002052|2018-12-28|4:07:00 PM|OUT
NAG.002052|2018-12-29|6:09:00 AM|IN
NAG.002052|2019-01-05|6:03:00 AM|IN
NAG.002052|2019-01-05|12:43:00 PM|OUT
NAG.002052|2019-01-07|6:11:00 AM|OUT
NAG.002052|2019-01-07|4:38:00 PM|OUT
NAG.002052|2019-01-08|6:09:00 AM|IN
NAG.002052|2019-01-08|4:45:00 PM|OUT
NAG.002052|2019-01-09|6:15:00 AM|IN
NAG.002052|2019-01-09|4:46:00 PM|OUT
NAG.002052|2019-01-10|6:10:00 AM|IN
NAG.002052|2019-01-10|5:28:00 PM|OUT
NAG.002052|2019-01-11|6:09:00 AM|IN
NAG.002052|2019-01-11|7:58:00 PM|OUT
NAG.002052|2019-01-12|6:08:00 AM|IN
NAG.002052|2019-01-12|12:38:00 PM|OUT
NAG.002052|2019-01-14|6:07:00 AM|IN
NAG.002052|2019-01-14|8:03:00 PM|OUT
NAG.002052|2019-01-15|6:00:00 AM|IN
NAG.002052|2019-01-15|8:00:00 PM|OUT
NAG.002052|2019-01-16|6:04:00 AM|IN
NAG.002120|2018-12-26|6:24:00 AM|IN
NAG.002120|2018-12-26|3:46:00 PM|OUT
NAG.002120|2018-12-27|6:01:00 AM|IN
NAG.002120|2018-12-27|4:18:00 PM|OUT
NAG.002120|2018-12-28|6:00:00 AM|IN
NAG.002120|2018-12-28|5:26:00 PM|OUT
NAG.002120|2018-12-29|6:31:00 AM|IN
NAG.002120|2018-12-29|1:09:00 PM|OUT
NAG.002120|2019-01-02|5:24:00 AM|IN
NAG.002120|2019-01-02|3:38:00 PM|OUT
NAG.002120|2019-01-03|6:13:00 AM|IN
NAG.002120|2019-01-03|4:01:00 PM|OUT
NAG.002120|2019-01-04|6:19:00 AM|IN
NAG.002120|2019-01-04|8:01:00 PM|OUT
NAG.002120|2019-01-05|6:17:00 AM|IN
NAG.002120|2019-01-05|2:57:00 PM|OUT
NAG.002120|2019-01-07|6:18:00 AM|IN
NAG.002120|2019-01-07|8:03:00 PM|OUT
NAG.002120|2019-01-08|6:25:00 AM|IN
NAG.002120|2019-01-08|8:01:00 PM|OUT
NAG.002120|2019-01-09|6:18:00 AM|IN
NAG.002120|2019-01-09|8:01:00 PM|OUT
NAG.002120|2019-01-10|6:13:00 AM|IN
NAG.002120|2019-01-10|7:59:00 PM|OUT
NAG.002120|2019-01-11|6:20:00 AM|IN
NAG.002120|2019-01-11|8:00:00 PM|OUT
NAG.002120|2019-01-12|6:27:00 AM|IN
NAG.002120|2019-01-12|3:01:00 PM|OUT
NAG.002120|2019-01-14|6:04:00 AM|IN
NAG.002120|2019-01-14|8:01:00 PM|OUT
NAG.002120|2019-01-15|6:25:00 AM|IN
NAG.002120|2019-01-15|8:00:00 PM|OUT
NAG.002120|2019-01-16|6:30:00 AM|IN
NAG.002123|2018-12-26|6:02:00 AM|IN
NAG.002123|2018-12-26|3:51:00 PM|OUT
NAG.002123|2018-12-27|5:57:00 AM|IN
NAG.002123|2018-12-27|4:51:00 PM|OUT
NAG.002123|2018-12-28|5:59:00 AM|IN
NAG.002123|2018-12-28|4:19:00 PM|OUT
NAG.002123|2018-12-29|5:55:00 AM|IN
NAG.002123|2018-12-29|1:11:00 PM|OUT
NAG.002123|2019-01-02|6:02:00 AM|IN
NAG.002123|2019-01-02|5:01:00 PM|OUT
NAG.002123|2019-01-03|6:15:00 AM|IN
NAG.002123|2019-01-03|4:09:00 PM|OUT
NAG.002123|2019-01-04|6:06:00 AM|IN
NAG.002123|2019-01-04|5:07:00 PM|OUT
NAG.002123|2019-01-05|6:01:00 AM|IN
NAG.002123|2019-01-05|12:35:00 PM|OUT
NAG.002123|2019-01-07|5:54:00 AM|IN
NAG.002123|2019-01-07|5:28:00 PM|OUT
NAG.002123|2019-01-08|6:04:00 AM|IN
NAG.002123|2019-01-08|8:00:00 PM|OUT
NAG.002123|2019-01-09|6:06:00 AM|IN
NAG.002123|2019-01-09|8:00:00 PM|OUT
NAG.002123|2019-01-10|6:02:00 AM|IN
NAG.002123|2019-01-10|7:58:00 PM|OUT
NAG.002123|2019-01-11|6:01:00 AM|IN
NAG.002123|2019-01-11|7:58:00 PM|OUT
NAG.002123|2019-01-12|6:07:00 AM|IN
NAG.002123|2019-01-12|12:38:00 PM|OUT
NAG.002123|2019-01-14|6:04:00 AM|IN
NAG.002123|2019-01-14|5:26:00 PM|OUT
NAG.002123|2019-01-15|6:01:00 AM|IN
NAG.002123|2019-01-15|5:24:00 PM|OUT
NAG.002123|2019-01-16|6:01:00 AM|IN
NAG.002139|2018-12-26|6:34:00 AM|IN
NAG.002139|2018-12-26|4:02:00 PM|OUT
NAG.002139|2018-12-27|6:32:00 AM|IN
NAG.002139|2018-12-27|4:29:00 PM|OUT
NAG.002139|2018-12-28|6:40:00 AM|IN
NAG.002139|2018-12-28|5:30:00 PM|OUT
NAG.002139|2018-12-29|6:43:00 AM|IN
NAG.002139|2018-12-29|1:12:00 PM|OUT
NAG.002139|2019-01-02|6:32:00 AM|IN
NAG.002139|2019-01-02|4:45:00 PM|OUT
NAG.002139|2019-01-03|6:40:00 AM|IN
NAG.002139|2019-01-03|5:29:00 PM|OUT
NAG.002139|2019-01-04|6:36:00 AM|IN
NAG.002139|2019-01-04|8:01:00 PM|OUT
NAG.002139|2019-01-05|6:33:00 AM|IN
NAG.002139|2019-01-05|12:36:00 PM|OUT
NAG.002139|2019-01-07|6:39:00 AM|IN
NAG.002139|2019-01-07|5:02:00 PM|OUT
NAG.002139|2019-01-08|6:48:00 AM|IN
NAG.002139|2019-01-08|5:05:00 PM|OUT
NAG.002139|2019-01-09|6:47:00 AM|IN
NAG.002139|2019-01-09|5:29:00 PM|OUT
NAG.002139|2019-01-10|6:41:00 AM|IN
NAG.002139|2019-01-10|5:27:00 PM|OUT
NAG.002139|2019-01-11|6:44:00 AM|IN
NAG.002139|2019-01-11|5:29:00 PM|OUT
NAG.002139|2019-01-12|6:36:00 AM|IN
NAG.002139|2019-01-12|12:36:00 PM|OUT
NAG.002139|2019-01-14|6:27:00 AM|IN
NAG.002139|2019-01-14|5:37:00 PM|OUT
NAG.002139|2019-01-15|6:24:00 AM|IN
NAG.002139|2019-01-15|5:30:00 PM|OUT
NAG.002139|2019-01-16|6:33:00 AM|IN
NAG.002140|2018-12-26|6:53:00 AM|IN
NAG.002140|2018-12-26|3:55:00 PM|OUT
NAG.002140|2018-12-27|6:45:00 AM|IN
NAG.002140|2018-12-27|4:37:00 PM|OUT
NAG.002140|2018-12-28|6:45:00 AM|IN
