NIK|TANGGAL|JAM|STATUS
NAG.002149|2018-12-26|08:00:00|IN
NAG.002149|2018-12-26|17:22:00|OUT
NAG.002149|2018-12-27|07:48:00|IN
NAG.002149|2018-12-27|17:32:00|OUT
NAG.002149|2018-12-28|07:53:00|IN
NAG.002149|2018-12-28|18:23:00|OUT
NAG.002149|2018-12-29|07:39:00|IN
NAG.002149|2018-12-29|13:09:00|OUT
NAG.002149|2019-01-02|08:04:00|IN
NAG.002149|2019-01-02|17:24:00|OUT
NAG.002149|2019-01-03|08:41:00|IN
NAG.002149|2019-01-03|20:18:00|OUT
NAG.002149|2019-01-04|08:04:00|IN
NAG.002149|2019-01-04|17:47:00|OUT
NAG.002149|2019-01-05|07:33:00|IN
NAG.002149|2019-01-05|12:46:00|OUT
NAG.002149|2019-01-07|07:55:00|IN
NAG.002149|2019-01-07|18:06:00|OUT
NAG.002149|2019-01-08|08:04:00|IN
NAG.002149|2019-01-08|18:22:00|OUT
NAG.002149|2019-01-09|07:50:00|IN
NAG.002149|2019-01-09|19:31:00|OUT
NAG.002149|2019-01-10|07:54:00|IN
NAG.002149|2019-01-10|18:31:00|OUT
NAG.002149|2019-01-11|07:54:00|IN
NAG.002149|2019-01-11|20:22:00|OUT
NAG.002149|2019-01-14|08:12:00|IN
NAG.002149|2019-01-14|18:30:00|OUT
NAG.002149|2019-01-15|07:57:00|IN
NAG.002149|2019-01-15|18:56:00|OUT
NAG.002149|2019-01-16|08:02:00|IN
NAG.002149|2019-01-17|07:57:00|IN
NAG.002149|2019-01-17|18:42:00|IN
NAG.002149|2019-01-18|08:02:00|IN
NAG.002149|2019-01-18|19:07:00|OUT
NAG.002149|2019-01-19|08:05:00|IN
NAG.002149|2019-01-19|13:02:00|OUT
NAG.002149|2019-01-21|07:55:00|IN
NAG.002149|2019-01-21|17:29:00|OUT
NAG.002149|2019-01-22|07:55:00|IN
NAG.002149|2019-01-22|17:33:00|OUT
NAG.002149|2019-01-23|07:56:00|IN
NAG.002149|2019-01-23|18:30:00|IN
NAG.002149|2019-01-24|07:58:00|IN
NAG.002149|2019-01-24|18:52:00|OUT
NAG.002149|2019-01-25|07:59:00|IN
NAG.002150|2018-12-26|07:24:00|IN
NAG.002150|2018-12-26|17:08:00|OUT
NAG.002150|2018-12-27|07:22:00|IN
NAG.002150|2018-12-27|17:12:00|OUT
NAG.002150|2018-12-29|07:10:00|IN
NAG.002150|2018-12-29|14:13:00|OUT
NAG.002150|2019-01-02|07:40:00|IN
