NIK|TANGGAL|JAM|STATUS
NAG.001304|2019-01-08|09:45:00|IN
NAG.001304|2019-01-08|09:45:00|IN
NAG.001304|2019-01-08|17:00:00|OUT
NAG.001304|2019-01-08|17:02:00|OUT
NAG.001304|2019-01-09|07:10:00|IN
NAG.001304|2019-01-09|07:10:00|IN
NAG.001304|2019-01-09|17:01:00|OUT
NAG.001304|2019-01-09|17:02:00|OUT
NAG.001304|2019-01-10|07:27:00|IN
NAG.001304|2019-01-10|07:27:00|IN
NAG.001304|2019-01-10|17:09:00|OUT
NAG.001304|2019-01-10|17:09:00|OUT
NAG.001304|2019-01-11|07:18:00|IN
NAG.001304|2019-01-11|07:18:00|IN
NAG.001304|2019-01-11|16:55:00|OUT
NAG.001304|2019-01-11|16:55:00|OUT
NAG.001304|2019-01-12|07:09:00|IN
NAG.001304|2019-01-12|07:09:00|IN
NAG.001304|2019-01-12|12:30:00|OUT
NAG.001304|2019-01-14|07:13:00|IN
NAG.001304|2019-01-14|07:13:00|IN
NAG.001304|2019-01-14|17:02:00|OUT
NAG.001304|2019-01-14|17:02:00|OUT
NAG.001304|2019-01-15|07:09:00|IN
NAG.001304|2019-01-15|07:09:00|IN
NAG.001304|2019-01-15|17:20:00|OUT
NAG.001304|2019-01-15|17:20:00|OUT
NAG.001304|2019-01-16|07:11:00|IN
NAG.001304|2019-01-16|07:11:00|IN
NAG.001304|2019-01-16|17:13:00|OUT
NAG.001304|2019-01-16|17:13:00|OUT
NAG.001304|2019-01-17|07:11:00|IN
NAG.001304|2019-01-17|07:14:00|IN
NAG.001304|2019-01-17|17:07:00|OUT
NAG.001304|2019-01-17|17:07:00|OUT
NAG.001304|2019-01-18|07:01:00|IN
NAG.001304|2019-01-18|07:04:00|IN
NAG.001304|2019-01-18|17:25:00|OUT
NAG.001304|2019-01-18|17:25:00|OUT
NAG.001304|2019-01-19|07:11:00|IN
NAG.001304|2019-01-19|07:11:00|IN
NAG.001304|2019-01-19|12:42:00|OUT
NAG.001304|2019-01-23|07:12:00|IN
NAG.001304|2019-01-23|07:15:00|IN
NAG.001304|2019-01-23|17:27:00|OUT
NAG.001304|2019-01-23|17:27:00|OUT
NAG.001304|2019-01-24|07:12:00|IN
NAG.001304|2019-01-24|07:12:00|IN
NAG.001304|2019-01-24|17:18:00|OUT
NAG.001304|2019-01-24|17:18:00|OUT
NAG.001304|2019-01-25|07:03:00|IN
NAG.001304|2019-01-25|07:03:00|IN
NAG.001304|2019-01-25|07:05:00|IN
NAG.001584|2018-12-26|07:15:00|IN
NAG.001584|2018-12-26|15:57:00|OUT
NAG.001584|2018-12-27|06:57:00|IN
NAG.001584|2018-12-27|15:41:00|OUT
NAG.001584|2018-12-28|06:53:00|IN
NAG.001584|2018-12-28|17:28:00|OUT
NAG.001584|2018-12-29|07:02:00|IN
NAG.001584|2018-12-29|13:09:00|OUT
NAG.001584|2019-01-02|07:13:00|IN
NAG.001584|2019-01-02|15:38:00|OUT
NAG.001584|2019-01-02|16:43:00|OUT
NAG.001584|2019-01-03|05:50:00|IN
NAG.001584|2019-01-03|06:49:00|IN
NAG.001584|2019-01-03|16:00:00|OUT
NAG.001584|2019-01-04|06:53:00|IN
NAG.001584|2019-01-04|06:56:00|IN
NAG.001584|2019-01-04|20:00:00|OUT
NAG.001584|2019-01-05|07:11:00|IN
NAG.001584|2019-01-05|12:40:00|OUT
NAG.001584|2019-01-07|07:07:00|IN
NAG.001584|2019-01-07|16:54:00|OUT
NAG.001584|2019-01-08|07:03:00|IN
NAG.001584|2019-01-08|16:27:00|OUT
NAG.001584|2019-01-09|07:12:00|IN
NAG.001584|2019-01-09|17:31:00|OUT
NAG.001584|2019-01-10|07:17:00|IN
NAG.001584|2019-01-10|17:27:00|OUT
NAG.001584|2019-01-11|07:04:00|IN
NAG.001584|2019-01-11|17:33:00|OUT
NAG.001584|2019-01-11|17:33:00|OUT
NAG.001584|2019-01-14|07:15:00|IN
NAG.001584|2019-01-14|17:31:00|OUT
NAG.001584|2019-01-15|07:09:00|IN
NAG.001584|2019-01-15|17:29:00|OUT
NAG.001584|2019-01-16|07:12:00|IN
NAG.001584|2019-01-16|20:00:00|OUT
NAG.001584|2019-01-16|20:01:00|OUT
NAG.001584|2019-01-19|07:00:00|IN
NAG.001584|2019-01-19|12:38:00|OUT
NAG.001584|2019-01-21|06:59:00|IN
NAG.001584|2019-01-21|07:01:00|IN
NAG.001584|2019-01-21|07:01:00|IN
NAG.001584|2019-01-21|17:30:00|OUT
NAG.001584|2019-01-22|07:03:00|IN
NAG.001584|2019-01-22|17:22:00|OUT
NAG.001584|2019-01-23|07:05:00|IN
NAG.001584|2019-01-23|20:04:00|OUT
NAG.001584|2019-01-24|06:43:00|IN
NAG.001584|2019-01-24|20:01:00|OUT
NAG.001952|2018-12-26|06:39:00|IN
NAG.001952|2018-12-26|15:40:00|OUT
NAG.001952|2018-12-27|06:44:00|IN
NAG.001952|2018-12-27|16:27:00|OUT
NAG.001952|2018-12-28|06:39:00|IN
NAG.001952|2018-12-28|16:43:00|OUT
NAG.001952|2018-12-29|06:46:00|IN
NAG.001952|2018-12-29|13:15:00|OUT
