NIK|TANGGAL|JAM|STATUS
NAG.000740|2019-02-11|07:07:00|IN
NAG.000740|2019-02-11|16:53:00|OUT
NAG.000740|2019-02-12|07:04:00|IN
NAG.000740|2019-02-13|07:10:00|IN
NAG.000740|2019-02-13|16:37:00|OUT
NAG.000740|2019-02-14|07:07:00|IN
NAG.000740|2019-02-14|16:40:00|OUT
NAG.000740|2019-02-15|07:01:00|IN
NAG.000740|2019-02-15|20:01:00|OUT
NAG.000740|2019-02-16|07:06:00|IN
NAG.000740|2019-02-16|12:29:00|OUT
NAG.000740|2019-02-18|07:14:00|IN
NAG.000740|2019-02-18|16:59:00|OUT
NAG.000740|2019-02-19|07:03:00|IN
NAG.000740|2019-02-19|17:28:00|OUT
NAG.000740|2019-02-20|07:09:00|IN
NAG.000740|2019-02-20|17:22:00|OUT
NAG.000740|2019-02-21|07:02:00|IN
NAG.000740|2019-02-21|19:58:00|OUT
NAG.000740|2019-02-22|06:55:00|IN
NAG.000740|2019-02-22|17:23:00|OUT
NAG.000740|2019-02-23|07:05:00|IN
NAG.000740|2019-02-23|12:32:00|OUT
NAG.000740|2019-02-25|07:05:00|IN
NAG.000740|2019-02-25|17:27:00|OUT
NAG.000741|2019-01-26|06:52:00|IN
NAG.000741|2019-01-26|13:18:00|OUT
NAG.000741|2019-01-28|06:51:00|IN
NAG.000741|2019-01-28|19:58:00|OUT
NAG.000741|2019-01-29|06:52:00|IN
NAG.000741|2019-01-29|16:33:00|OUT
NAG.000741|2019-01-30|06:53:00|IN
NAG.000741|2019-01-30|20:01:00|OUT
NAG.000741|2019-01-31|06:51:00|IN
NAG.000741|2019-01-31|20:02:00|OUT
NAG.000741|2019-02-01|06:48:00|IN
NAG.000741|2019-02-01|20:00:00|OUT
NAG.000741|2019-02-02|06:53:00|IN
NAG.000741|2019-02-02|12:40:00|OUT
NAG.000741|2019-02-04|06:53:00|IN
NAG.000741|2019-02-04|16:56:00|OUT
NAG.000741|2019-02-05|06:50:00|IN
NAG.000741|2019-02-05|15:58:00|OUT
NAG.000741|2019-02-06|07:23:00|IN
NAG.000741|2019-02-06|16:53:00|OUT
NAG.000741|2019-02-07|06:54:00|IN
NAG.000741|2019-02-07|19:57:00|OUT
NAG.000741|2019-02-08|06:45:00|IN
NAG.000741|2019-02-08|23:17:00|OUT
NAG.000741|2019-02-09|06:58:00|IN
NAG.000741|2019-02-09|16:54:00|OUT
NAG.000741|2019-02-11|06:50:00|IN
NAG.000741|2019-02-11|16:52:00|OUT
NAG.000741|2019-02-12|06:51:00|IN
NAG.000741|2019-02-13|06:41:00|IN
NAG.000741|2019-02-13|16:41:00|OUT
NAG.000741|2019-02-14|06:48:00|IN
NAG.000741|2019-02-14|20:00:00|OUT
NAG.000741|2019-02-15|06:55:00|IN
NAG.000741|2019-02-15|16:30:00|OUT
NAG.000741|2019-02-16|06:47:00|IN
NAG.000741|2019-02-16|17:52:00|OUT
NAG.000741|2019-02-18|07:02:00|IN
NAG.000741|2019-02-18|16:58:00|OUT
NAG.000741|2019-02-19|06:57:00|IN
NAG.000741|2019-02-19|19:57:00|OUT
NAG.000741|2019-02-20|06:54:00|IN
NAG.000741|2019-02-20|20:00:00|OUT
NAG.000741|2019-02-21|06:50:00|IN
NAG.000741|2019-02-21|19:59:00|OUT
NAG.000741|2019-02-22|06:46:00|IN
NAG.000741|2019-02-22|17:24:00|OUT
NAG.000741|2019-02-23|06:49:00|IN
NAG.000741|2019-02-23|12:37:00|OUT
NAG.000741|2019-02-25|06:57:00|IN
NAG.000741|2019-02-25|17:21:00|OUT
NAG.000843|2019-01-26|06:44:00|IN
NAG.000843|2019-01-26|12:32:00|OUT
NAG.000843|2019-01-28|06:45:00|IN
NAG.000843|2019-01-28|20:00:00|OUT
NAG.000843|2019-01-28|20:00:00|OUT
NAG.000843|2019-01-29|06:52:00|IN
NAG.000843|2019-01-29|06:52:00|IN
NAG.000843|2019-01-29|16:13:00|OUT
NAG.000843|2019-01-29|16:13:00|OUT
NAG.000843|2019-01-30|06:47:00|IN
NAG.000843|2019-01-30|19:57:00|OUT
NAG.000843|2019-01-31|06:46:00|IN
NAG.000843|2019-01-31|20:00:00|OUT
NAG.000843|2019-01-31|20:00:00|OUT
NAG.000843|2019-02-01|06:39:00|IN
NAG.000843|2019-02-01|16:17:00|OUT
NAG.000843|2019-02-01|17:04:00|OUT
NAG.000843|2019-02-02|06:39:00|IN
NAG.000843|2019-02-02|06:39:00|IN
NAG.000843|2019-02-02|20:04:00|OUT
NAG.000843|2019-02-02|20:04:00|OUT
NAG.000843|2019-02-04|06:47:00|IN
NAG.000843|2019-02-04|06:47:00|IN
NAG.000843|2019-02-04|19:58:00|OUT
NAG.000843|2019-02-05|06:39:00|IN
NAG.000843|2019-02-05|06:39:00|IN
NAG.000843|2019-02-05|15:56:00|OUT
NAG.000843|2019-02-05|15:56:00|OUT
NAG.000843|2019-02-06|07:12:00|IN
NAG.000843|2019-02-06|07:12:00|IN
NAG.000843|2019-02-06|16:54:00|OUT
NAG.000843|2019-02-06|16:54:00|OUT
NAG.000843|2019-02-07|06:45:00|IN
NAG.000843|2019-02-07|06:45:00|IN
NAG.000843|2019-02-07|20:01:00|OUT
NAG.000843|2019-02-07|20:01:00|OUT
NAG.000843|2019-02-08|06:38:00|IN
NAG.000843|2019-02-08|06:39:00|IN
NAG.000843|2019-02-08|16:26:00|OUT
NAG.000843|2019-02-08|16:26:00|OUT
NAG.000843|2019-02-09|06:39:00|IN
NAG.000843|2019-02-09|06:39:00|IN
NAG.000843|2019-02-09|12:31:00|OUT
NAG.000843|2019-02-09|12:31:00|OUT
NAG.000843|2019-02-11|06:58:00|IN
NAG.000843|2019-02-11|22:07:00|OUT
NAG.000843|2019-02-11|22:07:00|OUT
NAG.000843|2019-02-12|06:55:00|IN
NAG.000843|2019-02-12|06:55:00|IN
NAG.000843|2019-02-13|06:47:00|IN
NAG.000843|2019-02-13|06:47:00|IN
NAG.000843|2019-02-13|16:38:00|OUT
NAG.000843|2019-02-13|16:38:00|OUT
NAG.000843|2019-02-14|06:49:00|IN
NAG.000843|2019-02-14|06:49:00|IN
NAG.000843|2019-02-14|16:56:00|OUT
NAG.000843|2019-02-14|16:56:00|OUT
NAG.000843|2019-02-15|06:45:00|IN
NAG.000843|2019-02-15|06:45:00|IN
NAG.000843|2019-02-15|06:45:00|IN
NAG.000843|2019-02-15|16:39:00|OUT
NAG.000843|2019-02-15|16:39:00|OUT
NAG.000843|2019-02-16|06:48:00|IN
